ID,Title,URLs,"Date Uploaded","Media Type"
1325,ci-tinazzi-amarone-della-valpolicella-selezione-di-famiglia,https://www.huyhoangcenter.com/wp-content/uploads/2021/05/ci-tinazzi-amarone-della-valpolicella-selezione-di-famiglia.png,"Tháng Năm 12, 2021",image/png
1323,"weingut hauser",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/weingut-hauser.jpg,"Tháng Năm 12, 2021",image/jpeg
1322,"Vin Santo Villa Vetrice-Italia",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Vin-Santo-Villa-Vetrice-Italia.jpg,"Tháng Năm 12, 2021",image/jpeg
1321,"ventoux domaine la capouillere",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/ventoux-domaine-la-capouillere.jpg,"Tháng Năm 12, 2021",image/jpeg
1320,"veltliner friends",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/veltliner-friends.jpg,"Tháng Năm 12, 2021",image/jpeg
1319,"veGA 18%vol. &#8211; Negroamaro e",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/veGA-18vol.-Negroamaro-e.jpg,"Tháng Năm 12, 2021",image/jpeg
1318,"Varvaglione 12emezzo ROSATO",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Varvaglione-12emezzo-ROSATO.jpg,"Tháng Năm 12, 2021",image/jpeg
1317,"Tierras Moradas CARMENERE",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Tierras-Moradas-CARMENERE.jpg,"Tháng Năm 12, 2021",image/jpeg
1316,"thill auxerrois 2007 12.5vol",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/thill-auxerrois-2007-12.5vol.jpg,"Tháng Năm 12, 2021",image/jpeg
1315,"Tertre Du Moulin Cuvée Millésim",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Tertre-Du-Moulin-Cuvee-Millesim.jpg,"Tháng Năm 12, 2021",image/jpeg
1314,"Stellario Chianti Rufina-Italia",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Stellario-Chianti-Rufina-Italia.png,"Tháng Năm 12, 2021",image/png
1313,"Slamove Vino Ryzlink 9,5%vol.",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Slamove-Vino-Ryzlink-95vol..jpg,"Tháng Năm 12, 2021",image/jpeg
1312,"Siaurac 2013 Lalande de POME",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Siaurac-2013-Lalande-de-POME.png,"Tháng Năm 12, 2021",image/png
1311,"Ser Lapo Chianti Classico DOCG",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Ser-Lapo-Chianti-Classico-DOCG.png,"Tháng Năm 12, 2021",image/png
1310,"Senailhac Chateau-Bordeaux-Fr",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Senailhac-Chateau-Bordeaux-Fr.jpg,"Tháng Năm 12, 2021",image/jpeg
1309,"Sekt Bacio Gold edition",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Sekt-Bacio-Gold-edition.jpg,"Tháng Năm 12, 2021",image/jpeg
1308,"Saugvinon VnS PS Bílé Suché",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Saugvinon-VnS-PS-Bile-Suche.jpg,"Tháng Năm 12, 2021",image/jpeg
1307,"Sativa Cannabis Gin 0,7L",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Sativa-Cannabis-Gin-07L.jpg,"Tháng Năm 12, 2021",image/jpeg
1306,"Sarajishvili XO 0,7L",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Sarajishvili-XO-07L.jpg,"Tháng Năm 12, 2021",image/jpeg
1305,"Santi Conegliano Prosseco Brut",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Santi-Conegliano-Prosseco-Brut.png,"Tháng Năm 12, 2021",image/png
1304,"Ryzlink Rýnský sladké-Morava",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Ryzlink-Rynsky-sladke-Morava.jpg,"Tháng Năm 12, 2021",image/jpeg
1303,"Rutherford Ranch Napa Valley",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Rutherford-Ranch-Napa-Valley.png,"Tháng Năm 12, 2021",image/png
1302,"Rosso di Ca&#8217; Momi California",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Rosso-di-Ca-Momi-California.png,"Tháng Năm 12, 2021",image/png
1301,"rosato chiaretto doc san Giovan",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/rosato-chiaretto-doc-san-Giovan.jpg,"Tháng Năm 12, 2021",image/jpeg
1300,"Roero Arneis DOCG Cornarea 1",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Roero-Arneis-DOCG-Cornarea-1.jpg,"Tháng Năm 12, 2021",image/jpeg
1299,"Remy Martin Louis XIII &#8211; Grand",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Remy-Martin-Louis-XIII-Grand.jpg,"Tháng Năm 12, 2021",image/jpeg
1298,"RAIS Essenza Moscato 13,5%v",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/RAIS-Essenza-Moscato-135v.jpg,"Tháng Năm 12, 2021",image/jpeg
1297,"Porsche Vodka 0,7l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Porsche-Vodka-07l.jpg,"Tháng Năm 12, 2021",image/jpeg
1296,"PONTEY Chateau Medoc-france",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/PONTEY-Chateau-Medoc-france.png,"Tháng Năm 12, 2021",image/png
1295,"POMMARD La Citadelle-France",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/POMMARD-La-Citadelle-France.jpg,"Tháng Năm 12, 2021",image/jpeg
1294,"Polish Vodka Pepesza 1L 40%v",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Polish-Vodka-Pepesza-1L-40v.jpg,"Tháng Năm 12, 2021",image/jpeg
1293,"Plavis Merlot De Stefani &#8211; Venet",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Plavis-Merlot-De-Stefani-Venet.jpg,"Tháng Năm 12, 2021",image/jpeg
1292,"Pinot Grigio Caldaro",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Pinot-Grigio-Caldaro.jpg,"Tháng Năm 12, 2021",image/jpeg
1291,"Pietra Organic Primitivo Puglia I",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Pietra-Organic-Primitivo-Puglia-I.jpg,"Tháng Năm 12, 2021",image/jpeg
1290,"Piccini Chianti Reserva 0,75l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Piccini-Chianti-Reserva-075l.jpg,"Tháng Năm 12, 2021",image/jpeg
1289,"Petit Chablis-France",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Petit-Chablis-France.png,"Tháng Năm 12, 2021",image/png
1288,"PERTIGNAS Chateau-Bordeaux-",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/PERTIGNAS-Chateau-Bordeaux-.jpg,"Tháng Năm 12, 2021",image/jpeg
1287,"Parras Viejas Cabernet Saugvin",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Parras-Viejas-Cabernet-Saugvin.jpg,"Tháng Năm 12, 2021",image/jpeg
1286,"Organika Life Unique Vodka Fro",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Organika-Life-Unique-Vodka-Fro.png,"Tháng Năm 12, 2021",image/png
1285,"Nzero Negroamaro IGT Menhir",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Nzero-Negroamaro-IGT-Menhir.jpg,"Tháng Năm 12, 2021",image/jpeg
1284,"Notas De Guarda Carmenere-C",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Notas-De-Guarda-Carmenere-C.jpg,"Tháng Năm 12, 2021",image/jpeg
1283,"NONINO Grappa Riserva 8years",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/NONINO-Grappa-Riserva-8years.jpg,"Tháng Năm 12, 2021",image/jpeg
1282,"Nini Negri Magnum 1,5l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Nini-Negri-Magnum-15l.jpg,"Tháng Năm 12, 2021",image/jpeg
1281,"Negroamaro Collezione Privata",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Negroamaro-Collezione-Privata.png,"Tháng Năm 12, 2021",image/png
1280,"Morellino Carbonie DOCG Poppi",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Morellino-Carbonie-DOCG-Poppi.jpg,"Tháng Năm 12, 2021",image/jpeg
1279,"Moi Primitivo Puglia",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Moi-Primitivo-Puglia.png,"Tháng Năm 12, 2021",image/png
1278,"Moet &#038; Chandon Champagne I",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Moet-Chandon-Champagne-I.jpg,"Tháng Năm 12, 2021",image/jpeg
1277,"Millonario Ron XO Reserva 0,7l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Millonario-Ron-XO-Reserva-07l.png,"Tháng Năm 12, 2021",image/png
1276,"Metaxa Grande Fine 0,7L Hand",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Metaxa-Grande-Fine-07L-Hand-scaled.jpg,"Tháng Năm 12, 2021",image/jpeg
1275,"Menhir Primitivo Manduria DOC",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Menhir-Primitivo-Manduria-DOC.jpg,"Tháng Năm 12, 2021",image/jpeg
1274,"Martell Cordon Bleu Extra Old C",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Martell-Cordon-Bleu-Extra-Old-C.jpg,"Tháng Năm 12, 2021",image/jpeg
1273,"Marfi Chardonnay Sauvignon Pu",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Marfi-Chardonnay-Sauvignon-Pu.png,"Tháng Năm 12, 2021",image/png
1272,"Maranges 1.er Cru Clos des Loy",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Maranges-1.er-Cru-Clos-des-Loy.jpeg,"Tháng Năm 12, 2021",image/jpeg
1271,"Malvasia Delle Lipari DOC 12,5",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Malvasia-Delle-Lipari-DOC-125.jpg,"Tháng Năm 12, 2021",image/jpeg
1270,"Lu&#8217;Li Primitivo 1949 IGT 17,5%",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/LuLi-Primitivo-1949-IGT-175.png,"Tháng Năm 12, 2021",image/png
1269,"Louis Jadot Bourgogne Chardon",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Louis-Jadot-Bourgogne-Chardon.jpg,"Tháng Năm 12, 2021",image/jpeg
1268,"lof syrah",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/lof-syrah.jpg,"Tháng Năm 12, 2021",image/jpeg
1267,"Liker Devils Blood 33,3%vol.",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Liker-Devils-Blood-333vol..jpg,"Tháng Năm 12, 2021",image/jpeg
1266,"Les Sept Chenes &#8211; Bordeaux 12",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Les-Sept-Chenes-Bordeaux-12.png,"Tháng Năm 12, 2021",image/png
1265,"La Baume Cabernet Saugignon",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/La-Baume-Cabernet-Saugignon.png,"Tháng Năm 12, 2021",image/png
1264,"Kilos Gold COCONUT VODKA 1L",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Kilos-Gold-COCONUT-VODKA-1L.jpg,"Tháng Năm 12, 2021",image/jpeg
1263,"Johnnie Walker Blue Label 0,7L",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Johnnie-Walker-Blue-Label-07L.jpg,"Tháng Năm 12, 2021",image/jpeg
1262,"Johnnie Walker Blue Label &#8211; Ye",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Johnnie-Walker-Blue-Label-Ye.jpg,"Tháng Năm 12, 2021",image/jpeg
1261,"Johnnie Walker Blue &#8211; YEAR OF",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Johnnie-Walker-Blue-YEAR-OF.jpg,"Tháng Năm 12, 2021",image/jpeg
1260,"John Walker &#038; Sons Celebrator",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/John-Walker-Sons-Celebrator.jpg,"Tháng Năm 12, 2021",image/jpeg
1259,"John Walker &#038; Son XR 21y.o 75",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/John-Walker-Son-XR-21y.o-75.jpg,"Tháng Năm 12, 2021",image/jpeg
1258,"Jack Daniels Single Barrel 45%",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Jack-Daniels-Single-Barrel-45.jpg,"Tháng Năm 12, 2021",image/jpeg
1257,"il San Lorenzo Rosso 2004 Fatt",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/il-San-Lorenzo-Rosso-2004-Fatt.png,"Tháng Năm 12, 2021",image/png
1256,"Idea Rosato di Primitivo Puglia",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Idea-Rosato-di-Primitivo-Puglia.jpg,"Tháng Năm 12, 2021",image/jpeg
1255,"Hibiki Suntory whisky Japanese",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Hibiki-Suntory-whisky-Japanese.jpg,"Tháng Năm 12, 2021",image/jpeg
1254,"Hibiki Suntory Jap. Harmony Ma",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Hibiki-Suntory-Jap.-Harmony-Ma.jpg,"Tháng Năm 12, 2021",image/jpeg
1253,"Hennessy James Cognac 40%v",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Hennessy-James-Cognac-40v.jpg,"Tháng Năm 12, 2021",image/jpeg
1252,"Hakushu S.M Japanese whisky",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Hakushu-S.M-Japanese-whisky.jpg,"Tháng Năm 12, 2021",image/jpeg
1251,"Gold Bar American Whisky 750",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Gold-Bar-American-Whisky-750.jpg,"Tháng Năm 12, 2021",image/jpeg
1250,"Godet XO Terre 0,7l 40%vol. C",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Godet-XO-Terre-07l-40vol.-C.jpg,"Tháng Năm 12, 2021",image/jpeg
1249,"Glenfiddich 18y Single Malt 700",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Glenfiddich-18y-Single-Malt-700.jpg,"Tháng Năm 12, 2021",image/jpeg
1248,"Gewurztraminer Magnum 1,5l 1",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Gewurztraminer-Magnum-15l-1.jpg,"Tháng Năm 12, 2021",image/jpeg
1247,"F Negroamaro San Marzano 75",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/F-Negroamaro-San-Marzano-75.jpg,"Tháng Năm 12, 2021",image/jpeg
1246,"Enzo Bianchi Cabernet Sauvign",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Enzo-Bianchi-Cabernet-Sauvign.png,"Tháng Năm 12, 2021",image/png
1245,"Edizione Cinque Autoctoni Fanti",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Edizione-Cinque-Autoctoni-Fanti.jpg,"Tháng Năm 12, 2021",image/jpeg
1244,"Dsquared2 Wood EDT 50ml",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Dsquared2-Wood-EDT-50ml.jpg,"Tháng Năm 12, 2021",image/jpeg
1243,"Dos Maderas LUXUS 0,7L Ron",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Dos-Maderas-LUXUS-07L-Ron.png,"Tháng Năm 12, 2021",image/png
1242,"doppio passo salento primitivo",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/doppio-passo-salento-primitivo.jpg,"Tháng Năm 12, 2021",image/jpeg
1241,"Czechoslovakia Vodka Annivers",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Czechoslovakia-Vodka-Annivers.jpg,"Tháng Năm 12, 2021",image/jpeg
1240,"Cuvee 16 Rosso D&#8217;ITALIA Limit",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Cuvee-16-Rosso-DITALIA-Limit.jpg,"Tháng Năm 12, 2021",image/jpeg
1239,"Crown Royal Monarch 75th. An",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Crown-Royal-Monarch-75th.-An.jpg,"Tháng Năm 12, 2021",image/jpeg
1238,"Courvoisier XO Cognac 0,7L",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Courvoisier-XO-Cognac-07L.jpg,"Tháng Năm 12, 2021",image/jpeg
1237,"Cosa Nostra Scotch Whisky 40",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Cosa-Nostra-Scotch-Whisky-40.jpg,"Tháng Năm 12, 2021",image/jpeg
1236,"Coronation Khukri Rum Nepal 3",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Coronation-Khukri-Rum-Nepal-3.jpg,"Tháng Năm 12, 2021",image/jpeg
1235,"Cornarea Tarasco Passito deser",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Cornarea-Tarasco-Passito-deser.png,"Tháng Năm 12, 2021",image/png
1234,corbieres,https://www.huyhoangcenter.com/wp-content/uploads/2021/05/corbieres.jpg,"Tháng Năm 12, 2021",image/jpeg
1233,"Conte Campiano Negroamaro S",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Conte-Campiano-Negroamaro-S.jpg,"Tháng Năm 12, 2021",image/jpeg
1232,"Colombier Monpelou Chateau-F",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Colombier-Monpelou-Chateau-F.png,"Tháng Năm 12, 2021",image/png
1231,"chiantie CASTELLO di Fonteruto",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/chiantie-CASTELLO-di-Fonteruto.jpg,"Tháng Năm 12, 2021",image/jpeg
1230,"Castello di Poppiano Chianti Coll",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Castello-di-Poppiano-Chianti-Coll.png,"Tháng Năm 12, 2021",image/png
1229,Carmignano,https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Carmignano.jpg,"Tháng Năm 12, 2021",image/jpeg
1228,"Cappellano Barolo Chinato D&#8217;Al",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Cappellano-Barolo-Chinato-DAl.png,"Tháng Năm 12, 2021",image/png
1227,"Camus XO Elegance Cognac 70",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Camus-XO-Elegance-Cognac-70.jpg,"Tháng Năm 12, 2021",image/jpeg
1226,"Campero Reserva Chardonnay",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Campero-Reserva-Chardonnay.jpg,"Tháng Năm 12, 2021",image/jpeg
1225,"Calvet Reserve &#8211; Bordeaux",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Calvet-Reserve-Bordeaux.jpg,"Tháng Năm 12, 2021",image/jpeg
1224,"Calipaso Zinfandel Paso Robles",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Calipaso-Zinfandel-Paso-Robles.png,"Tháng Năm 12, 2021",image/png
1223,ruou-vang-chile-Santa-Carolina-Gran-Reserva-Cabernet-Sauvignon,https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Cabernet-Sauvignon-Gran-Reser.jpg,"Tháng Năm 12, 2021",image/jpeg
1222,"Ca&#8217; Vittoria Puglia Rosso Appass",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Ca-Vittoria-Puglia-Rosso-Appass.png,"Tháng Năm 12, 2021",image/png
1221,"BYO Cabernet Franc Merlot-Cot",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/BYO-Cabernet-Franc-Merlot-Cot.jpg,"Tháng Năm 12, 2021",image/jpeg
1220,"Brilla Prosecco DOC",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Brilla-Prosecco-DOC.jpg,"Tháng Năm 12, 2021",image/jpeg
1219,"Borgo Del Mandorlo Primitivo di",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Borgo-Del-Mandorlo-Primitivo-di.png,"Tháng Năm 12, 2021",image/png
1218,"bordeaux de citran 2010",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/bordeaux-de-citran-2010.png,"Tháng Năm 12, 2021",image/png
1217,boglia,https://www.huyhoangcenter.com/wp-content/uploads/2021/05/boglia.png,"Tháng Năm 12, 2021",image/png
1216,"Blanc De Noirs-Deidesheim-Ger",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Blanc-De-Noirs-Deidesheim-Ger.png,"Tháng Năm 12, 2021",image/png
1215,"Barolo Ravera 2010 Magnum 1.",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Barolo-Ravera-2010-Magnum-1..png,"Tháng Năm 12, 2021",image/png
1214,"Bandol 13%vol.",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Bandol-13vol..png,"Tháng Năm 12, 2021",image/png
1213,"ALTIMVS Michel Torino 15%vol",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/ALTIMVS-Michel-Torino-15vol.jpg,"Tháng Năm 12, 2021",image/jpeg
1212,"alsace grand cru schoenenbour",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/alsace-grand-cru-schoenenbour.png,"Tháng Năm 12, 2021",image/png
1211,"ALOXE CORTON La Citadelle-Fr",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/ALOXE-CORTON-La-Citadelle-Fr.png,"Tháng Năm 12, 2021",image/png
1210,"A.H.RIISE Non Plus Ultra 42%",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/A.H.RIISE-Non-Plus-Ultra-42.jpg,"Tháng Năm 12, 2021",image/jpeg
1209,"813 Chianti Rufina-Italia",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/813-Chianti-Rufina-Italia.png,"Tháng Năm 12, 2021",image/png
1208,"365 Primitivo di Manduria DOP",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/365-Primitivo-di-Manduria-DOP.png,"Tháng Năm 12, 2021",image/png
1207,"62 Anniversario Riserva Primitiv",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/62-Anniversario-Riserva-Primitiv.jpg,"Tháng Năm 12, 2021",image/jpeg
1206,"Tequilla CASINO JAGUAR 1,75l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Tequilla-CASINO-JAGUAR-175l.jpg,"Tháng Năm 12, 2021",image/jpeg
1205,"Vernus Syrah-Chile",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Vernus-Syrah-Chile.jpg,"Tháng Năm 12, 2021",image/jpeg
1204,"Vodka Finlandia 1L 40%vol.",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Vodka-Finlandia-1L-40vol..png,"Tháng Năm 12, 2021",image/png
1201,"Wild Tiger Rum India 0,7l",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Wild-Tiger-Rum-India-07l.jpg,"Tháng Năm 12, 2021",image/jpeg
1200,"Whisky Suntory Umeshu Yamaz",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Whisky-Suntory-Umeshu-Yamaz-scaled.jpg,"Tháng Năm 12, 2021",image/jpeg
1199,"Whisky Macallan TERRA Single",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Whisky-Macallan-TERRA-Single.jpg,"Tháng Năm 12, 2021",image/jpeg
1198,"Whisky Macallan Edition No.4 4",https://www.huyhoangcenter.com/wp-content/uploads/2021/05/Whisky-Macallan-Edition-No.4-4.jpg,"Tháng Năm 12, 2021",image/jpeg
